# native-membership.tsv — the platform's implemented surface (upstream boundary program, batch 5).
# Membership is OURS; the signature text is generated from the pinned checkouts.
# constant	fqn	signatureKey — sorted by fqn, then key.
EXTEND__RELATION_1__FUNC_COL_SPEC_ARRAY_1	meta::pure::functions::relation::extend	meta::pure::functions::relation::extend(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::FuncColSpecArray<{T[1]->meta::pure::metamodel::type::Any[*]}, Z>[1])
FILTER__RELATION_1__FUNCTION_1	meta::pure::functions::relation::filter	meta::pure::functions::relation::filter(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::function::Function<{T[1]->meta::pure::metamodel::type::Boolean[1]}>[1])
FIRST__RELATION_1__WINDOW_1__T_1	meta::pure::functions::relation::first	meta::pure::functions::relation::first(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1])
GREATER_THAN_ALL__U_0_1__RELATION_1	meta::pure::functions::relation::greaterThanAll	meta::pure::functions::relation::greaterThanAll(U[0..1],meta::pure::metamodel::relation::Relation<Z=(?:U)>[1])
GREATER_THAN_ANY__U_0_1__RELATION_1	meta::pure::functions::relation::greaterThanAny	meta::pure::functions::relation::greaterThanAny(U[0..1],meta::pure::metamodel::relation::Relation<Z=(?:U)>[1])
GREATER_THAN_EQUAL_ALL__U_0_1__RELATION_1	meta::pure::functions::relation::greaterThanEqualAll	meta::pure::functions::relation::greaterThanEqualAll(U[0..1],meta::pure::metamodel::relation::Relation<Z=(?:U)>[1])
GREATER_THAN_EQUAL_ANY__U_0_1__RELATION_1	meta::pure::functions::relation::greaterThanEqualAny	meta::pure::functions::relation::greaterThanEqualAny(U[0..1],meta::pure::metamodel::relation::Relation<Z=(?:U)>[1])
GROUP_BY__RELATION_1__COL_SPEC_1__AGG_COL_SPEC_1	meta::pure::functions::relation::groupBy	meta::pure::functions::relation::groupBy(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpec<Z⊆T>[1],meta::pure::metamodel::relation::AggColSpec<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
GROUP_BY__RELATION_1__COL_SPEC_1__AGG_COL_SPEC_ARRAY_1	meta::pure::functions::relation::groupBy	meta::pure::functions::relation::groupBy(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpec<Z⊆T>[1],meta::pure::metamodel::relation::AggColSpecArray<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
GROUP_BY__RELATION_1__COL_SPEC_1__FUNC_COL_SPEC_1	meta::pure::functions::relation::groupBy	meta::pure::functions::relation::groupBy(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpec<Z⊆T>[1],meta::pure::metamodel::relation::FuncColSpec<{meta::pure::metamodel::relation::Relation<T>[1]->meta::pure::metamodel::type::Any[0..1]}, R>[1])
GROUP_BY__RELATION_1__COL_SPEC_1__FUNC_COL_SPEC_ARRAY_1	meta::pure::functions::relation::groupBy	meta::pure::functions::relation::groupBy(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpec<Z⊆T>[1],meta::pure::metamodel::relation::FuncColSpecArray<{meta::pure::metamodel::relation::Relation<T>[1]->meta::pure::metamodel::type::Any[*]}, R>[1])
GROUP_BY__RELATION_1__COL_SPEC_ARRAY_1__AGG_COL_SPEC_1	meta::pure::functions::relation::groupBy	meta::pure::functions::relation::groupBy(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpecArray<Z⊆T>[1],meta::pure::metamodel::relation::AggColSpec<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
GROUP_BY__RELATION_1__COL_SPEC_ARRAY_1__AGG_COL_SPEC_ARRAY_1	meta::pure::functions::relation::groupBy	meta::pure::functions::relation::groupBy(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpecArray<Z⊆T>[1],meta::pure::metamodel::relation::AggColSpecArray<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
GROUP_BY__RELATION_1__COL_SPEC_ARRAY_1__FUNC_COL_SPEC_1	meta::pure::functions::relation::groupBy	meta::pure::functions::relation::groupBy(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpecArray<Z⊆T>[1],meta::pure::metamodel::relation::FuncColSpec<{meta::pure::metamodel::relation::Relation<T>[1]->meta::pure::metamodel::type::Any[0..1]}, R>[1])
GROUP_BY__RELATION_1__COL_SPEC_ARRAY_1__FUNC_COL_SPEC_ARRAY_1	meta::pure::functions::relation::groupBy	meta::pure::functions::relation::groupBy(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpecArray<Z⊆T>[1],meta::pure::metamodel::relation::FuncColSpecArray<{meta::pure::metamodel::relation::Relation<T>[1]->meta::pure::metamodel::type::Any[*]}, R>[1])
IN__U_0_1__RELATION_1	meta::pure::functions::relation::in	meta::pure::functions::relation::in(U[0..1],meta::pure::metamodel::relation::Relation<Z=(?:U)>[1])
JOIN__RELATION_1__RELATION_1__JOIN_KIND_1__FUNCTION_1	meta::pure::functions::relation::join	meta::pure::functions::relation::join(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::Relation<V>[1],meta::pure::functions::relation::JoinKind[1],meta::pure::metamodel::function::Function<{T[1],V[1]->meta::pure::metamodel::type::Boolean[1]}>[1])
JOIN_STRINGS__RELATION_1__FUNCTION_1__STRING_1	meta::pure::functions::relation::joinStrings	meta::pure::functions::relation::joinStrings(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::function::Function<{T[1]->meta::pure::metamodel::type::String[1]}>[1],meta::pure::metamodel::type::String[1])
JOIN_STRINGS__RELATION_1__FUNCTION_1__STRING_1__SORT_INFO_MANY	meta::pure::functions::relation::joinStrings	meta::pure::functions::relation::joinStrings(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::function::Function<{T[1]->meta::pure::metamodel::type::String[1]}>[1],meta::pure::metamodel::type::String[1],meta::pure::functions::relation::SortInfo<X⊆T>[*])
JOIN_STRINGS__RELATION_1__COL_SPEC_1__STRING_1	meta::pure::functions::relation::joinStrings	meta::pure::functions::relation::joinStrings(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpec<(?:meta::pure::metamodel::type::String)⊆T>[1],meta::pure::metamodel::type::String[1])
JOIN_STRINGS__RELATION_1__COL_SPEC_1__STRING_1__SORT_INFO_MANY	meta::pure::functions::relation::joinStrings	meta::pure::functions::relation::joinStrings(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpec<(?:meta::pure::metamodel::type::String)⊆T>[1],meta::pure::metamodel::type::String[1],meta::pure::functions::relation::SortInfo<X⊆T>[*])
LAG__RELATION_1__T_1	meta::pure::functions::relation::lag	meta::pure::functions::relation::lag(meta::pure::metamodel::relation::Relation<T>[1],T[1])
LAG__RELATION_1__T_1__INTEGER_1	meta::pure::functions::relation::lag	meta::pure::functions::relation::lag(meta::pure::metamodel::relation::Relation<T>[1],T[1],meta::pure::metamodel::type::Integer[1])
LAST__RELATION_1__WINDOW_1__T_1	meta::pure::functions::relation::last	meta::pure::functions::relation::last(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1])
LATERAL__RELATION_1__FUNCTION_1	meta::pure::functions::relation::lateral	meta::pure::functions::relation::lateral(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::function::Function<{T[1]->meta::pure::metamodel::relation::Relation<V>[1]}>[1])
LEAD__RELATION_1__T_1	meta::pure::functions::relation::lead	meta::pure::functions::relation::lead(meta::pure::metamodel::relation::Relation<T>[1],T[1])
LEAD__RELATION_1__T_1__INTEGER_1	meta::pure::functions::relation::lead	meta::pure::functions::relation::lead(meta::pure::metamodel::relation::Relation<T>[1],T[1],meta::pure::metamodel::type::Integer[1])
LESS_THAN_ALL__U_0_1__RELATION_1	meta::pure::functions::relation::lessThanAll	meta::pure::functions::relation::lessThanAll(U[0..1],meta::pure::metamodel::relation::Relation<Z=(?:U)>[1])
LESS_THAN_ANY__U_0_1__RELATION_1	meta::pure::functions::relation::lessThanAny	meta::pure::functions::relation::lessThanAny(U[0..1],meta::pure::metamodel::relation::Relation<Z=(?:U)>[1])
LESS_THAN_EQUAL_ALL__U_0_1__RELATION_1	meta::pure::functions::relation::lessThanEqualAll	meta::pure::functions::relation::lessThanEqualAll(U[0..1],meta::pure::metamodel::relation::Relation<Z=(?:U)>[1])
LESS_THAN_EQUAL_ANY__U_0_1__RELATION_1	meta::pure::functions::relation::lessThanEqualAny	meta::pure::functions::relation::lessThanEqualAny(U[0..1],meta::pure::metamodel::relation::Relation<Z=(?:U)>[1])
LIMIT__RELATION_1__INTEGER_1	meta::pure::functions::relation::limit	meta::pure::functions::relation::limit(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::type::Integer[1])
MAP__RELATION_1__FUNCTION_1	meta::pure::functions::relation::map	meta::pure::functions::relation::map(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::function::Function<{T[1]->V[*]}>[1])
NTH__RELATION_1__WINDOW_1__T_1__INTEGER_1	meta::pure::functions::relation::nth	meta::pure::functions::relation::nth(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1],meta::pure::metamodel::type::Integer[1])
NTILE__RELATION_1__T_1__INTEGER_1	meta::pure::functions::relation::ntile	meta::pure::functions::relation::ntile(meta::pure::metamodel::relation::Relation<T>[1],T[1],meta::pure::metamodel::type::Integer[1])
OVER__SORT_INFO_MANY	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::functions::relation::SortInfo<(?:?)⊆T>[*])
OVER__SORT_INFO_1__RANGE_INTERVAL_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::functions::relation::SortInfo<(?:?)⊆T>[1],meta::pure::functions::relation::_RangeInterval[1])
OVER__SORT_INFO_1__RANGE_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::functions::relation::SortInfo<(?:?)⊆T>[1],meta::pure::functions::relation::_Range[1])
OVER__COL_SPEC_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::relation::ColSpec<(?:?)⊆T>[1])
OVER__COL_SPEC_1__ROWS_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::relation::ColSpec<(?:?)⊆T>[1],meta::pure::functions::relation::Rows[1])
OVER__COL_SPEC_1__SORT_INFO_MANY	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::relation::ColSpec<(?:?)⊆T>[1],meta::pure::functions::relation::SortInfo<(?:?)⊆T>[*])
OVER__COL_SPEC_1__SORT_INFO_MANY__ROWS_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::relation::ColSpec<(?:?)⊆T>[1],meta::pure::functions::relation::SortInfo<(?:?)⊆T>[*],meta::pure::functions::relation::Rows[1])
OVER__COL_SPEC_1__SORT_INFO_1__RANGE_INTERVAL_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::relation::ColSpec<(?:?)⊆T>[1],meta::pure::functions::relation::SortInfo<(?:?)⊆T>[1],meta::pure::functions::relation::_RangeInterval[1])
OVER__COL_SPEC_1__SORT_INFO_1__RANGE_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::relation::ColSpec<(?:?)⊆T>[1],meta::pure::functions::relation::SortInfo<(?:?)⊆T>[1],meta::pure::functions::relation::_Range[1])
OVER__COL_SPEC_ARRAY_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::relation::ColSpecArray<(?:?)⊆T>[1])
OVER__COL_SPEC_ARRAY_1__ROWS_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::relation::ColSpecArray<(?:?)⊆T>[1],meta::pure::functions::relation::Rows[1])
OVER__COL_SPEC_ARRAY_1__SORT_INFO_MANY	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::relation::ColSpecArray<(?:?)⊆T>[1],meta::pure::functions::relation::SortInfo<(?:?)⊆T>[*])
OVER__COL_SPEC_ARRAY_1__SORT_INFO_MANY__ROWS_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::relation::ColSpecArray<(?:?)⊆T>[1],meta::pure::functions::relation::SortInfo<(?:?)⊆T>[*],meta::pure::functions::relation::Rows[1])
OVER__COL_SPEC_ARRAY_1__SORT_INFO_1__RANGE_INTERVAL_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::relation::ColSpecArray<(?:?)⊆T>[1],meta::pure::functions::relation::SortInfo<(?:?)⊆T>[1],meta::pure::functions::relation::_RangeInterval[1])
OVER__COL_SPEC_ARRAY_1__SORT_INFO_1__RANGE_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::relation::ColSpecArray<(?:?)⊆T>[1],meta::pure::functions::relation::SortInfo<(?:?)⊆T>[1],meta::pure::functions::relation::_Range[1])
OVER__STRING_MANY__SORT_INFO_MANY__FRAME_0_1	meta::pure::functions::relation::over	meta::pure::functions::relation::over(meta::pure::metamodel::type::String[*],meta::pure::functions::relation::SortInfo<(?:?)⊆T>[*],meta::pure::functions::relation::Frame[0..1])
PERCENT_RANK__RELATION_1__WINDOW_1__T_1	meta::pure::functions::relation::percentRank	meta::pure::functions::relation::percentRank(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1])
PIVOT__RELATION_1__COL_SPEC_1__AGG_COL_SPEC_1	meta::pure::functions::relation::pivot	meta::pure::functions::relation::pivot(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpec<Z⊆T>[1],meta::pure::metamodel::relation::AggColSpec<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
PIVOT__RELATION_1__COL_SPEC_1__AGG_COL_SPEC_ARRAY_1	meta::pure::functions::relation::pivot	meta::pure::functions::relation::pivot(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpec<Z⊆T>[1],meta::pure::metamodel::relation::AggColSpecArray<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
PIVOT__RELATION_1__COL_SPEC_1__ANY_1_MANY__AGG_COL_SPEC_1	meta::pure::functions::relation::pivot	meta::pure::functions::relation::pivot(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpec<Z⊆T>[1],meta::pure::metamodel::type::Any[1..*],meta::pure::metamodel::relation::AggColSpec<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
PIVOT__RELATION_1__COL_SPEC_ARRAY_1__AGG_COL_SPEC_1	meta::pure::functions::relation::pivot	meta::pure::functions::relation::pivot(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpecArray<Z⊆T>[1],meta::pure::metamodel::relation::AggColSpec<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
PIVOT__RELATION_1__COL_SPEC_ARRAY_1__AGG_COL_SPEC_ARRAY_1	meta::pure::functions::relation::pivot	meta::pure::functions::relation::pivot(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpecArray<Z⊆T>[1],meta::pure::metamodel::relation::AggColSpecArray<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
PROJECT__C_MANY__FUNC_COL_SPEC_ARRAY_1	meta::pure::functions::relation::project	meta::pure::functions::relation::project(C[*],meta::pure::metamodel::relation::FuncColSpecArray<{C[1]->meta::pure::metamodel::type::Any[*]}, T>[1])
PROJECT__RELATION_1__FUNC_COL_SPEC_ARRAY_1	meta::pure::functions::relation::project	meta::pure::functions::relation::project(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::FuncColSpecArray<{T[1]->meta::pure::metamodel::type::Any[*]}, Z>[1])
RANK__RELATION_1__WINDOW_1__T_1	meta::pure::functions::relation::rank	meta::pure::functions::relation::rank(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1])
REDUCE__RELATION_1__WINDOW_1__T_1__FUNCTION_1__FUNCTION_1	meta::pure::functions::relation::reduce	meta::pure::functions::relation::reduce(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1],meta::pure::metamodel::function::Function<{T[1]->V[*]}>[1],meta::pure::metamodel::function::Function<{V[*]->U[m]}>[1])
RENAME__RELATION_1__COL_SPEC_1__COL_SPEC_1	meta::pure::functions::relation::rename	meta::pure::functions::relation::rename(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpec<Z=(?:K)⊆T>[1],meta::pure::metamodel::relation::ColSpec<V=(?:K)>[1])
ROW_NUMBER__RELATION_1__T_1	meta::pure::functions::relation::rowNumber	meta::pure::functions::relation::rowNumber(meta::pure::metamodel::relation::Relation<T>[1],T[1])
ROWS__UNBOUNDED_1__UNBOUNDED_1	meta::pure::functions::relation::rows	meta::pure::functions::relation::rows(meta::pure::functions::relation::UnboundedFrameValue[1],meta::pure::functions::relation::UnboundedFrameValue[1])
ROWS__UNBOUNDED_1__INTEGER_1	meta::pure::functions::relation::rows	meta::pure::functions::relation::rows(meta::pure::functions::relation::UnboundedFrameValue[1],meta::pure::metamodel::type::Integer[1])
ROWS__INTEGER_1__UNBOUNDED_1	meta::pure::functions::relation::rows	meta::pure::functions::relation::rows(meta::pure::metamodel::type::Integer[1],meta::pure::functions::relation::UnboundedFrameValue[1])
ROWS__INTEGER_1__INTEGER_1	meta::pure::functions::relation::rows	meta::pure::functions::relation::rows(meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
SELECT__RELATION_1	meta::pure::functions::relation::select	meta::pure::functions::relation::select(meta::pure::metamodel::relation::Relation<T>[1])
SELECT__RELATION_1__COL_SPEC_1	meta::pure::functions::relation::select	meta::pure::functions::relation::select(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpec<Z⊆T>[1])
SELECT__RELATION_1__COL_SPEC_ARRAY_1	meta::pure::functions::relation::select	meta::pure::functions::relation::select(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpecArray<Z⊆T>[1])
SIZE__RELATION_1	meta::pure::functions::relation::size	meta::pure::functions::relation::size(meta::pure::metamodel::relation::Relation<T>[1])
SLICE__RELATION_1__INTEGER_1__INTEGER_1	meta::pure::functions::relation::slice	meta::pure::functions::relation::slice(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
SORT__RELATION_1__SORT_INFO_MANY	meta::pure::functions::relation::sort	meta::pure::functions::relation::sort(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::SortInfo<X⊆T>[*])
TO_STRING__RELATION	meta::pure::functions::relation::toString	meta::pure::functions::relation::toString(meta::pure::metamodel::relation::Relation<T>[1])
TO_STRING__RELATION_BOOL	meta::pure::functions::relation::toString	meta::pure::functions::relation::toString(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::type::Boolean[1])
UNBOUNDED	meta::pure::functions::relation::unbounded	meta::pure::functions::relation::unbounded()
FLATTEN__T_MANY__COL_SPEC_1	meta::pure::functions::relation::variant::flatten	meta::pure::functions::relation::variant::flatten(T[*],meta::pure::metamodel::relation::ColSpec<Z=(?:T)>[1])
WRITE__RELATION_1__ACCESSOR_1	meta::pure::functions::relation::write	meta::pure::functions::relation::write(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::RelationElementAccessor<T>[1])
CURRENT_USER_ID	meta::pure::functions::runtime::currentUserId	meta::pure::functions::runtime::currentUserId()
ASCII__STRING_1	meta::pure::functions::string::ascii	meta::pure::functions::string::ascii(meta::pure::metamodel::type::String[1])
CHAR__INTEGER_1	meta::pure::functions::string::char	meta::pure::functions::string::char(meta::pure::metamodel::type::Integer[1])
CHUNK__STRING_1__INTEGER_1	meta::pure::functions::string::chunk	meta::pure::functions::string::chunk(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1])
CONTAINS__STRING_1__STRING_1	meta::pure::functions::string::contains	meta::pure::functions::string::contains(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
DECODE_BASE64__STRING_1	meta::pure::functions::string::decodeBase64	meta::pure::functions::string::decodeBase64(meta::pure::metamodel::type::String[1])
ENCODE_BASE64__STRING_1	meta::pure::functions::string::encodeBase64	meta::pure::functions::string::encodeBase64(meta::pure::metamodel::type::String[1])
ENDS_WITH__STRING_0_1__STRING_1	meta::pure::functions::string::endsWith	meta::pure::functions::string::endsWith(meta::pure::metamodel::type::String[0..1],meta::pure::metamodel::type::String[1])
ENDS_WITH__STRING_1__STRING_1	meta::pure::functions::string::endsWith	meta::pure::functions::string::endsWith(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
FORMAT__STRING_1__ANY_MANY	meta::pure::functions::string::format	meta::pure::functions::string::format(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Any[*])
GENERATE_GUID	meta::pure::functions::string::generation::generateGuid	meta::pure::functions::string::generation::generateGuid()
INDEX_OF__STRING_1__STRING_1	meta::pure::functions::string::indexOf	meta::pure::functions::string::indexOf(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
INDEX_OF__STRING_1__STRING_1__INTEGER_1	meta::pure::functions::string::indexOf	meta::pure::functions::string::indexOf(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1])
JARO_WINKLER_SIMILARITY__STRING_1__STRING_1	meta::pure::functions::string::jaroWinklerSimilarity	meta::pure::functions::string::jaroWinklerSimilarity(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
JOIN_STRINGS__STRING_MANY	meta::pure::functions::string::joinStrings	meta::pure::functions::string::joinStrings(meta::pure::metamodel::type::String[*])
JOIN_STRINGS__STRING_MANY__STRING_1	meta::pure::functions::string::joinStrings	meta::pure::functions::string::joinStrings(meta::pure::metamodel::type::String[*],meta::pure::metamodel::type::String[1])
JOIN_STRINGS__STRING_MANY__STRING_1__STRING_1__STRING_1	meta::pure::functions::string::joinStrings	meta::pure::functions::string::joinStrings(meta::pure::metamodel::type::String[*],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
LEFT__STRING_1__INTEGER_1	meta::pure::functions::string::left	meta::pure::functions::string::left(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1])
LENGTH__STRING_1	meta::pure::functions::string::length	meta::pure::functions::string::length(meta::pure::metamodel::type::String[1])
LEVENSHTEIN_DISTANCE__STRING_1__STRING_1	meta::pure::functions::string::levenshteinDistance	meta::pure::functions::string::levenshteinDistance(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
LPAD__STRING_1__INTEGER_1	meta::pure::functions::string::lpad	meta::pure::functions::string::lpad(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1])
LPAD__STRING_1__INTEGER_1__STRING_1	meta::pure::functions::string::lpad	meta::pure::functions::string::lpad(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::String[1])
LTRIM__STRING_1	meta::pure::functions::string::ltrim	meta::pure::functions::string::ltrim(meta::pure::metamodel::type::String[1])
MAKE_STRING__ANY_MANY	meta::pure::functions::string::makeString	meta::pure::functions::string::makeString(meta::pure::metamodel::type::Any[*])
MAKE_STRING__ANY_MANY__STRING_1	meta::pure::functions::string::makeString	meta::pure::functions::string::makeString(meta::pure::metamodel::type::Any[*],meta::pure::metamodel::type::String[1])
MAKE_STRING__ANY_MANY__STRING_1__STRING_1__STRING_1	meta::pure::functions::string::makeString	meta::pure::functions::string::makeString(meta::pure::metamodel::type::Any[*],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
MATCHES__STRING_1__STRING_1	meta::pure::functions::string::matches	meta::pure::functions::string::matches(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
PARSE_BOOLEAN__STRING_1	meta::pure::functions::string::parseBoolean	meta::pure::functions::string::parseBoolean(meta::pure::metamodel::type::String[1])
PARSE_DATE__STRING_1	meta::pure::functions::string::parseDate	meta::pure::functions::string::parseDate(meta::pure::metamodel::type::String[1])
PARSE_DECIMAL__STRING_1	meta::pure::functions::string::parseDecimal	meta::pure::functions::string::parseDecimal(meta::pure::metamodel::type::String[1])
PARSE_DECIMAL__STRING_1__INTEGER_1__INTEGER_1	meta::pure::functions::string::parseDecimal	meta::pure::functions::string::parseDecimal(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
PARSE_FLOAT__STRING_1	meta::pure::functions::string::parseFloat	meta::pure::functions::string::parseFloat(meta::pure::metamodel::type::String[1])
PARSE_INTEGER__STRING_1	meta::pure::functions::string::parseInteger	meta::pure::functions::string::parseInteger(meta::pure::metamodel::type::String[1])
STRING_PLUS__STRING_MANY	meta::pure::functions::string::plus	meta::pure::functions::string::plus(meta::pure::metamodel::type::String[*])
REGEXP_COUNT__2	meta::pure::functions::string::regexpCount	meta::pure::functions::string::regexpCount(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
REGEXP_COUNT__3	meta::pure::functions::string::regexpCount	meta::pure::functions::string::regexpCount(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::functions::string::RegexpParameter[1..*])
REGEXP_EXTRACT__3	meta::pure::functions::string::regexpExtract	meta::pure::functions::string::regexpExtract(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Boolean[1])
REGEXP_EXTRACT__4P	meta::pure::functions::string::regexpExtract	meta::pure::functions::string::regexpExtract(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Boolean[1],meta::pure::functions::string::RegexpParameter[1..*])
REGEXP_EXTRACT__4	meta::pure::functions::string::regexpExtract	meta::pure::functions::string::regexpExtract(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Integer[1])
REGEXP_EXTRACT__5	meta::pure::functions::string::regexpExtract	meta::pure::functions::string::regexpExtract(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Integer[1],meta::pure::functions::string::RegexpParameter[1..*])
REGEXP_INDEX_OF__2	meta::pure::functions::string::regexpIndexOf	meta::pure::functions::string::regexpIndexOf(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1])
REGEXP_INDEX_OF__3P	meta::pure::functions::string::regexpIndexOf	meta::pure::functions::string::regexpIndexOf(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::functions::string::RegexpParameter[1..*])
REGEXP_INDEX_OF__3	meta::pure::functions::string::regexpIndexOf	meta::pure::functions::string::regexpIndexOf(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1])
REGEXP_INDEX_OF__4	meta::pure::functions::string::regexpIndexOf	meta::pure::functions::string::regexpIndexOf(meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Integer[1],meta::pure::functions::string::RegexpParameter[1..*])
